TMDB ID,Title,Release Date,Budget,Revenue,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,DVD Release Date,Production,Day of Release,Month of Release,Year of Release,Revenue (Millions)
12569,Extract,2009-09-03,8000000.0,10848783.0,tt1225822,R,92 min,"Comedy, Crime, Romance",Mike Judge,Mike Judge,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck","Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_SX300.jpg,6.1,"43,370",22 Dec 2009,Miramax,Thursday,September,2009,10.848783
23451,Videocracy,2009-09-04,700000.0,1179676.0,tt1500516,Not Rated,85 min,Documentary,Erik Gandini,Erik Gandini,"Silvio Berlusconi, Flavio Briatore, Fabio Calvi, Riccardo Canevali",A look at segments of the Italian population who are consumed with celebrity worship.,"English, Italian","Sweden, Denmark, UK, Finland",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1Mjk1MjAwNV5BMl5BanBnXkFtZTcwMzY3OTU4Mw@@._V1_SX300.jpg,6.5,"1,780",07 Sep 2010,Lorber Films,Friday,September,2009,1.179676
18501,Gamer,2009-09-04,50000000.0,40828540.0,tt1034032,R,95 min,"Action, Sci-Fi, Thriller","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Gerard Butler, Amber Valletta, Michael C. Hall, Kyra Sedgwick","In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTkzMDU0NTg3MF5BMl5BanBnXkFtZTcwNzU1MjU1Mg@@._V1_SX300.jpg,5.8,"126,663",18 Jan 2010,Lionsgate Films,Friday,September,2009,40.82854
23706,All About Steve,2009-09-04,15000000.0,40105542.0,tt0881891,PG-13,99 min,"Comedy, Romance",Phil Traill,Kim Barker,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong","Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together.","English, Spanish, French, American Sign Language",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_SX300.jpg,4.8,"38,363",22 Dec 2009,20th Century Fox,Friday,September,2009,40.105542
25769,Carriers,2009-09-04,0.0,5802422.0,tt0806203,PG-13,84 min,"Drama, Horror, Sci-Fi, Thriller","David Pastor, Àlex Pastor","Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp",Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDNmMDAwMzgtYzA4MC00MWM0LWFkNDMtMmFjNmFhNjRlOTk1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,6.0,"40,677",29 Dec 2009,Paramount Vantage,Friday,September,2009,5.802422
47813,Waking Sleeping Beauty,2009-09-05,0.0,80.0,tt1159961,PG,86 min,Documentary,Don Hahn,Patrick Pacheco (screenplay),"Don Hahn, Ron Clements, Peter Schneider, Roy Edward Disney","The story of the Disney Renaissance, an incredibly prolific, successful and prestigious decade lasting from 1984 to 1994 that saw the fallen Walt Disney Animation Studios' unexpected progressive triumphant return to excellence.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTI2NzY1OTI0NV5BMl5BanBnXkFtZTcwNDY1NDAyMw@@._V1_SX300.jpg,7.6,"2,196",30 Nov 2010,Walt Disney Pictures,Saturday,September,2009,8e-05
22947,Up in the Air,2009-09-05,25000000.0,163670000.0,tt1193138,R,109 min,"Comedy, Drama, Romance",Jason Reitman,"Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)","George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",English,USA,Nominated for 6 Oscars. Another 76 wins & 162 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,7.4,"306,668",09 Mar 2010,Paramount Pictures,Saturday,September,2009,163.67
19898,Pandorum,2009-09-08,33000000.0,20645327.0,tt1188729,R,108 min,"Action, Horror, Mystery, Sci-Fi, Thriller",Christian Alvart,"Travis Milloy (screenplay), Travis Milloy (story), Christian Alvart (story)","Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue","Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.","English, Vietnamese, German","Germany, UK, USA",,https://m.media-amazon.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_SX300.jpg,6.7,"139,016",19 Jan 2010,Overture Films,Tuesday,September,2009,20.645327
22787,Whiteout,2009-09-09,40000000.0,12206028.0,tt0365929,R,101 min,"Action, Crime, Horror, Mystery, Thriller",Dominic Sena,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Chad Hayes (screenplay), Carey W. Hayes (screenplay), Greg Rucka (graphic novel), Steve Lieber (graphic novel)","Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short","U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months.","English, Russian","USA, Canada, France, Turkey",,https://m.media-amazon.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_SX300.jpg,5.5,"36,259",19 Jan 2010,Warner Bros. Pictures,Wednesday,September,2009,12.206028
23488,Dorian Gray,2009-09-09,0.0,4706919.0,tt1235124,R,112 min,"Drama, Fantasy, Thriller",Oliver Parker,"Toby Finlay, Oscar Wilde (novel)","Ben Barnes, John Hollingworth, Cato Sandford, Pip Torrens","A corrupt young man somehow keeps his youthful beauty eternally, but a special painting gradually reveals his inner ugliness to all.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY5ODc1NjU5N15BMl5BanBnXkFtZTcwMTUyNDg3Mg@@._V1_SX300.jpg,6.3,"58,780",24 Aug 2010,Alliance Films,Wednesday,September,2009,4.706919
12244,9,2009-09-09,30000000.0,48428063.0,tt0472033,PG-13,79 min,"Animation, Action, Adventure, Sci-Fi",Shane Acker,"Pamela Pettler (screenplay by), Shane Acker (story by)","Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,English,USA,9 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_SX300.jpg,7.1,"128,149",29 Dec 2009,Focus Features,Wednesday,September,2009,48.428063
31175,Soul Kitchen,2009-09-10,5000000.0,17872796.0,tt1244668,,99 min,"Comedy, Drama",Fatih Akin,"Fatih Akin (screenplay), Adam Bousdoukos (screenplay)","Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke","In Hamburg, German-Greek chef Zinos unknowingly disturbs the peace in his locals-only restaurant by hiring a more talented chef.","German, Greek, Spanish, Turkish, English","Germany, France, Italy",4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BZDg3MGIyYWEtOGRkYS00NWY5LWI3MDctMDY1NWJjZDlkOGE1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.3,"34,584",21 Dec 2010,IFC Films,Thursday,September,2009,17.872796
26688,Sorority Row,2009-09-11,12500000.0,27206120.0,tt1232783,R,101 min,"Horror, Mystery",Stewart Hendler,"Josh Stolberg (screenplay), Pete Goldfinger (screenplay), Mark Rosman (screenplay ""Seven Sisters"")","Teri Andrez, Adam Barrie, Megan Wolfley, Robert Belushi","A group of sorority sisters try to cover up the death of their house-sister after a prank gone wrong, only to be stalked by a serial killer.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjEyMTQ4ODc4M15BMl5BanBnXkFtZTcwMzI1NjE4Mg@@._V1_SX300.jpg,5.1,"27,572",23 Feb 2010,Summit Entertainment,Friday,September,2009,27.20612
63762,Broken Hill,2009-09-11,0.0,54058.0,tt1212909,PG,102 min,"Drama, Family, Music",Dagen Merrill,Dagen Merrill,"Luke Arnold, Alexa PenaVega, Rhys Wakefield, Timothy Hutton","A sheep-rancher's son aspires to win a music conservatory scholarship, but to apply he needs musicians who can play his music. Circumstances lead him to form a band out of prison inmates.",English,"USA, Australia",2 wins.,https://m.media-amazon.com/images/M/MV5BMjE1NTAyNTI3N15BMl5BanBnXkFtZTcwMzQyNTE4Mg@@._V1_SX300.jpg,6.4,596,17 May 2011,Audience Alliance,Friday,September,2009,0.054058
24469,Fish Tank,2009-09-11,3000000.0,2357852.0,tt1232776,Not Rated,123 min,Drama,Andrea Arnold,Andrea Arnold,"Katie Jarvis, Michael Fassbender, Kierston Wareing, Rebecca Griffiths",Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.,English,"Netherlands, UK",21 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BMTc1NTk4MzkxOF5BMl5BanBnXkFtZTcwNDkxMDAxMw@@._V1_SX300.jpg,7.3,"55,886",22 Mar 2010,IFC,Friday,September,2009,2.357852
38448,Ondine,2009-09-14,12000000.0,1644755.0,tt1235796,PG-13,111 min,"Drama, Mystery, Romance",Neil Jordan,Neil Jordan,"Colin Farrell, Alicja Bachleda, Dervla Kirwan, Alison Barry",An Irish fisherman discovers a woman in his fishing net whom his precocious daughter believes to be a selkie.,"English, Romanian, French","Ireland, USA",6 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NDAxNjA4OV5BMl5BanBnXkFtZTcwODc1MjAyMw@@._V1_SX300.jpg,6.8,"19,293",21 Sep 2010,Magnolia Pictures,Monday,September,2009,1.644755
23082,The Invention of Lying,2009-09-14,18500000.0,31912793.0,tt1058017,PG-13,100 min,"Comedy, Fantasy, Romance","Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K.","A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_SX300.jpg,6.4,"109,767",19 Jan 2010,Warner Bros. Pictures,Monday,September,2009,31.912793
55840,What's the Matter with Kansas?,2009-09-15,0.0,90.0,tt1323977,UNRATED,90 min,Documentary,Joe Winston,Thomas Frank (book),"Alyssa Barden, Brittany Barden, Dawn Barden, Matthew Barden","In 'What's the Matter with Kansas?' a politically active Kansas megachurch splinters, moves to an amusement park, and when that fails, a Best Western motel. Meanwhile, an idealistic farmer ...",English,USA,,https://m.media-amazon.com/images/M/MV5BMjMzNjAwMTEyMl5BMl5BanBnXkFtZTcwNzE2Njc1OA@@._V1_SX300.jpg,6.3,201,25 Jan 2011,Passion River Films,Tuesday,September,2009,9e-05
24122,The Rebound,2009-09-16,0.0,21791288.0,tt1205535,R,95 min,"Comedy, Romance",Bart Freundlich,Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Andrew Cherry, Kelly Gould","In New York City, a single mom captivates her new neighbor, a much younger man.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTY2MTk1NDkwNV5BMl5BanBnXkFtZTcwNjkwNjI3MQ@@._V1_SX300.jpg,6.3,"44,772",07 Feb 2012,Momentum Picutres,Wednesday,September,2009,21.791288
48494,Lynch Mob,2009-09-18,365000.0,40.0,tt0486619,R,99 min,Horror,Byron Conrad Erwin,"Rachel Stamper (screenplay), Scott Stamper","Tony Darrow, John J. Cornetta, Michael H. Cole, Paul Borghese","The rural town of Lynchburg, Georgia holds a dark secret. A century old curse has condemned the citizens to a diet of human flesh. Unable to leave the city limits the town folks must lure ...",English,USA,,https://m.media-amazon.com/images/M/MV5BMTY3MTg5OTM5M15BMl5BanBnXkFtZTcwNjU5NDc3Mg@@._V1_SX300.jpg,4.8,185,26 Oct 2010,Cornetta Enterprises,Friday,September,2009,4e-05
11323,The Informant!,2009-09-18,22000000.0,35424826.0,tt1130080,R,108 min,"Biography, Comedy, Crime, Drama",Steven Soderbergh,"Scott Z. Burns (screenplay), Kurt Eichenwald (book)","Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer","The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.","English, German",USA,Nominated for 2 Golden Globes. Another 1 win & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4MDIyMTM3NV5BMl5BanBnXkFtZTcwNDQ2Nzg2Mg@@._V1_SX300.jpg,6.4,"61,266",23 Feb 2010,Warner Bros. Pictures,Friday,September,2009,35.424826
25643,Love Happens,2009-09-18,18000000.0,36133014.0,tt0899106,PG-13,109 min,"Drama, Romance",Brandon Camp,"Brandon Camp, Mike Thompson","Aaron Eckhart, Jennifer Aniston, Dan Fogler, John Carroll Lynch","A widower whose book about coping with loss turns him into a best-selling self-help guru, falls for the hotel florist where his seminar is given, only to learn that he hasn't yet truly confronted his wife's passing.",English,"USA, Canada, UK",1 win.,https://m.media-amazon.com/images/M/MV5BMTU1ODc4NjkyOF5BMl5BanBnXkFtZTcwMTA1MjU2Mg@@._V1_SX300.jpg,5.6,"29,592",02 Feb 2010,Universal Pictures,Friday,September,2009,36.133014
19994,Jennifer's Body,2009-09-18,16000000.0,31556061.0,tt1131734,R,102 min,"Comedy, Horror",Karyn Kusama,Diablo Cody,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,"English, Spanish",USA,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg,5.2,"109,233",29 Dec 2009,20th Century Fox,Friday,September,2009,31.556061
22794,Cloudy with a Chance of Meatballs,2009-09-18,100000000.0,242988466.0,tt0844471,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Phil Lord, Christopher Miller","Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)","Bill Hader, Anna Faris, James Caan, Andy Samberg","A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.","English, French, Spanish",USA,Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,6.9,"192,477",05 Jan 2010,Sony Pictures,Friday,September,2009,242.988466
32985,Solomon Kane,2009-09-24,45000000.0,7810000.0,tt0970452,R,104 min,"Action, Adventure, Fantasy",M.J. Bassett,"M.J. Bassett, Robert E. Howard (based on the character created by)","James Purefoy, Mark O'Neal, Robert Orr, Richard Ryan","A ruthless mercenary renounces violence after learning his soul is bound for hell. When a young girl is kidnapped and her family slain by a sorcerer's murderous cult, he is forced to fight and seek his redemption slaying evil.","English, Arabic","Czech Republic, UK, France",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU5NDMwOTkxMV5BMl5BanBnXkFtZTcwMTg5OTM1OA@@._V1_SX300.jpg,6.1,"67,052",16 Jul 2013,Radius-TWC,Thursday,September,2009,7.81
23827,Paranormal Activity,2009-09-25,15000.0,193355800.0,tt1179904,R,86 min,"Horror, Mystery, Thriller",Oren Peli,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong","After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",English,USA,3 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_SX300.jpg,6.3,"212,148",29 Dec 2009,Paramount Pictures,Friday,September,2009,193.3558
30128,I Hope They Serve Beer in Hell,2009-09-25,7000000.0,1429299.0,tt1220628,R,105 min,Comedy,Bob Gosse,"Tucker Max (novel), Tucker Max (screenplay), Nils Parker (screenplay)","Tim Huck, Lex D. Geddings, Matt Czuchry, Yvette Yates Redick",A guy tries to patch things up with his soon-to-be-married pal after botching things up at his bachelor party.,English,USA,,https://m.media-amazon.com/images/M/MV5BMTQzMzQyNzIyNF5BMl5BanBnXkFtZTcwNDAwMjc3Mg@@._V1_SX300.jpg,5.3,"8,078",26 Jan 2010,Freestyle Releasing,Friday,September,2009,1.429299
24238,Mary and Max,2009-09-25,590235.0,1725381.0,tt0978762,Not Rated,92 min,"Animation, Comedy, Drama",Adam Elliot,Adam Elliot,"Christopher Massey, Oliver Marks, Daisy Kocher, Daniel Marks","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","English, Yiddish",Australia,4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.1,"155,559",15 Jun 2010,IFC Films,Friday,September,2009,1.725381
19959,Surrogates,2009-09-25,80000000.0,122444772.0,tt0986263,PG-13,89 min,"Action, Crime, Sci-Fi, Thriller",Jonathan Mostow,"Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)","Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",English,USA,,https://m.media-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg,6.3,"164,920",26 Jan 2010,Touchstone Pictures,Friday,September,2009,122.444772
10664,[REC]²,2009-09-25,5600000.0,18469680.0,tt1038988,R,78 min,"Horror, Mystery, Thriller","Jaume Balagueró, Paco Plaza","Jaume Balagueró (screenplay), Luiso Berdejo (screenplay), Paco Plaza (screenplay)","Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Pablo Rosso",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,"Spanish, Japanese",Spain,16 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BZTJmNTZlZWUtZTQ2Yi00YTFjLWFiNzctYzFlNmZmZGMzYTlmXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,7.4,"156,881",14 Jul 2009,Odeon Sky Filmworks,Friday,September,2009,18.46968
22832,Ninja Assassin,2009-09-29,40000000.0,60462347.0,tt1186367,R,99 min,"Action, Thriller",James McTeigue,"Matthew Sand (screenplay), J. Michael Straczynski (screenplay), Matthew Sand (story)","Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim","A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.",English,"Germany, USA",,https://m.media-amazon.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,6.3,"65,872",16 Mar 2010,Warner Bros. Pictures/Dark Castle Ent.,Tuesday,September,2009,60.462347
21345,City of Life and Death,2009-10-01,12000000.0,10652498.0,tt1124052,R,133 min,"Drama, History, War",Chuan Lu,Chuan Lu,"Ye Liu, Yuanyuan Gao, Wei Fan, Lan Qin","In 1937, Japan occupied Nanjing, the Chinese capital. There was a battle and subsequent atrocities against the inhabitants, especially those who took refuge in the International Security Zone.","Mandarin, English, Japanese, German","China, Hong Kong",17 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BY2U3YTAwMjQtMmIzNC00MmI0LTliOWEtYTYwMDc1NmU1Mzc3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,7.7,"9,842",25 Oct 2011,Cinema Ventures,Thursday,October,2009,10.652498
28510,Universal Soldier: Regeneration,2009-10-01,14000000.0,875386.0,tt1288403,R,97 min,"Action, Adventure, Sci-Fi",John Hyams,"Richard Rothstein (based on characters created by), Christopher Leitch (based on characters created by), Dean Devlin (based on characters created by), Victor Ostrovsky","Jean-Claude Van Damme, Dolph Lundgren, Andrei Arlovski, Mike Pyle","Terrorists kidnap the Russian Prime Minister's 2 kids, take Chernobyl nuclear power plant and threaten to blow up a reactor. 4 Universal Soldiers go in but are no match to a Next Gen. UniSol. Luc/JCVD goes in but faces 2 NGUs.","English, Bulgarian",USA,,https://m.media-amazon.com/images/M/MV5BYTVkNzczMzgtOTllZC00OWFlLTg4ZGQtNzM3OTVmYzhmMmM0XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,5.2,"23,998",02 Feb 2010,Sony Pictures Home Entertainment,Thursday,October,2009,0.875386
19901,Daybreakers,2009-10-01,20000000.0,51416464.0,tt0433362,R,98 min,"Action, Fantasy, Horror, Sci-Fi, Thriller","Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig","Harriet Minto-Day, Jay Laga'aia, Damien Garvey, Sahaj Dumpleton","In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind.",English,"Australia, USA",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNzg3NDYyMDU4Nl5BMl5BanBnXkFtZTcwODA5NzA5Mg@@._V1_SX300.jpg,6.4,"118,532",11 May 2010,Lionsgate,Thursday,October,2009,51.416464
12573,A Serious Man,2009-10-02,7000000.0,31430334.0,tt1019452,R,106 min,"Comedy, Drama","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick","Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking.","English, Yiddish, Hebrew","USA, UK, France",Nominated for 2 Oscars. Another 17 wins & 76 nominations.,https://m.media-amazon.com/images/M/MV5BNGZkODlhMjktNzhhMC00YjFiLWJmODMtNjQwOGMzZjMxNTZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.0,"124,922",09 Feb 2010,Focus Features,Friday,October,2009,31.430334
22798,Whip It,2009-10-02,15000000.0,16633035.0,tt1172233,PG-13,111 min,"Drama, Sport",Drew Barrymore,"Shauna Cross (screenplay), Shauna Cross (novel)","Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch","In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",English,USA,8 nominations.,https://m.media-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_SX300.jpg,6.9,"61,981",26 Jan 2010,Fox Searchlight Pictures,Friday,October,2009,16.633035
21297,Wake Up Sid,2009-10-02,3000000.0,11000000.0,tt1324059,PG,138 min,"Comedy, Drama, Romance",Ayan Mukherjee,"Ayan Mukherjee (story and screenplay), Niranjan Iyengar (dialogue)","Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher","A spoiled young adult living in Mumbai experiences a change in his lazy ways when he meets a woman at a party, who inspires him to ""wake up"".","Hindi, English, Bengali",India,2 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMDc1ZDBkODMtYjI0MC00NDcyLWFhMGUtYzM4NDQyMzgyYzg1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.6,"25,351",04 Jan 2010,UTV,Friday,October,2009,11.0
22074,Capitalism: A Love Story,2009-10-02,20000000.0,17436509.0,tt1232207,R,127 min,"Documentary, Crime, News",Michael Moore,Michael Moore,"William Black, Jimmy Carter, Elijah Cummings, Marcus Haupt",An examination of the social costs of corporate interests pursuing profits at the expense of the public good.,"English, Russian, Spanish",USA,4 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyMTA2MTE4NF5BMl5BanBnXkFtZTcwNTgwMDE4Mg@@._V1_SX300.jpg,7.4,"40,021",09 Mar 2010,Overture Films,Friday,October,2009,17.436509
19908,Zombieland,2009-10-08,23600000.0,102391540.0,tt1156398,R,88 min,"Adventure, Comedy, Horror, Sci-Fi",Ruben Fleischer,"Rhett Reese, Paul Wernick","Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",English,USA,10 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SX300.jpg,7.6,"490,858",02 Feb 2010,Sony/Columbia Pictures,Thursday,October,2009,102.39154
26428,Agora,2009-10-09,70000000.0,39041505.0,tt1186830,R,127 min,"Adventure, Biography, Drama, History, Romance",Alejandro Amenábar,"Alejandro Amenábar, Mateo Gil","Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria.",English,"Spain, Malta, Bulgaria",11 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2MjIwMjE0MjZeQTJeQWpwZ15BbWU3MDU4ODIwODI@._V1_SX300.jpg,7.2,"62,738",09 Oct 2010,Newmarket Films,Friday,October,2009,39.041505
33997,Desert Flower,2009-10-09,0.0,14631377.0,tt1054580,R,120 min,"Biography, Drama",Sherry Hormann,"Waris Dirie (novel), Sherry Hormann, Cathleen Miller (novel), Wüstenblume (dubbing dialogue)","Soraya Omar-Scego, Idriss Abdillahi Houfaneh, Awa Saïd Darar, Roun Daher Aïnan","Waris Dirie, born 1965 in Somalia, flees at 13 when sold as 4th wife. She's maid at the Somalian embassy in London, then McDonald's, where she's discovered and becomes int'l top model. 1997, she speaks up against female genital mutilation.","English, Somali, French","UK, Germany, Austria, France",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwODMwMzA0MV5BMl5BanBnXkFtZTcwMTc3ODc1NA@@._V1_SX300.jpg,7.4,"11,511",19 Jul 2011,National Geographic Entertainment,Friday,October,2009,14.631377
39055,Free Style,2009-10-09,0.0,140987.0,tt1128071,PG,94 min,Drama,William Dear,"Jeffrey Nicholson, Joshua Leibner","Corbin Bleu, Madison Pettis, Penelope Ann Miller, Sandra Echeverría","Cale, is determined to win a coveted spot on the Grand National racing team without compromising his devotion to his friends and family",English,"Canada, USA, Germany",,https://m.media-amazon.com/images/M/MV5BMTU5MzQwNjI4NF5BMl5BanBnXkFtZTcwNzUxOTg3Mg@@._V1_SX300.jpg,4.4,376,09 Feb 2010,IDP/Samuel goldwyn Films,Friday,October,2009,0.140987
