TMDB ID,Title,Release Date,Budget,Revenue,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,DVD Release Date,Production,Day of Release,Month of Release,Year of Release,Revenue (Millions),Runtime (Min),Primary Genre
37710,The Tourist,2010-12-10,100000000.0,278731369.0,tt1243957,PG-13,103 min,"Action, Adventure, Crime, Mystery, Romance, Thriller",Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), Jérôme Salle (motion picture ""Anthony Zimmer"")","Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton","Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","English, French, Italian, Russian, Spanish","USA, France, Italy, UK",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,6.0,"211,569",22 Mar 2011,Columbia Pictures,Friday,December,2010,278.731369,103,Action
27585,Rabbit Hole,2010-12-16,5000000.0,5132850.0,tt0935075,PG-13,91 min,Drama,John Cameron Mitchell,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",Life for a happy couple is turned upside down after their young son dies in an accident.,English,USA,Nominated for 1 Oscar. Another 7 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_SX300.jpg,7.0,"45,848",19 Apr 2011,Lionsgate Films,Thursday,December,2010,5.13285,91,Drama
41515,Yogi Bear,2010-12-17,80000000.0,201584141.0,tt1302067,PG,80 min,"Animation, Adventure, Comedy, Family",Eric Brevig,"J.R. Ventimilia, Joshua Sternin, Brad Copeland, Joseph Barbera (characters), William Hanna (characters)","Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh","A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith.",English,"USA, New Zealand",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTczMjU1NTQ0M15BMl5BanBnXkFtZTcwMjIxMTA3Mw@@._V1_SX300.jpg,4.6,"19,425",22 Mar 2011,Warner Bros. Pictures,Friday,December,2010,201.584141,80,Animation
42888,How Do You Know,2010-12-17,120000000.0,48668907.0,tt1341188,PG-13,121 min,"Comedy, Drama, Romance",James L. Brooks,James L. Brooks,"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson","After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX300.jpg,5.4,"42,167",22 Mar 2011,Columbia Pictures,Friday,December,2010,48.668907,121,Comedy
45317,The Fighter,2010-12-17,25000000.0,93617009.0,tt0964517,R,116 min,"Biography, Drama, Sport",David O. Russell,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Paul Tamasy (story), Eric Johnson (story), Keith Dorrington (story)","Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",English,USA,Won 2 Oscars. Another 72 wins & 122 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg,7.8,"324,056",15 Mar 2011,Paramount Pictures,Friday,December,2010,93.617009,116,Biography
48415,Welcome to the South,2010-12-20,4000000.0,65584679.0,tt1529235,,102 min,Comedy,Luca Miniero,"Massimo Gaudioso (screenplay), Dany Boon (original screenplay), Alexandre Charlot (original screenplay), Franck Magnier (original screenplay)","Claudio Bisio, Alessandro Siani, Angela Finocchiaro, Valentina Lodovini","Overwhelmed by his wife, a postal worker from Northern Italy feigns disability to request a transfer to Milan. When he's unmasked, he is sent to a tiny village near Naples for two years. He...",Italian,"Italy, Germany",8 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BZDFhMmJlMjItZTk4Yi00YjRhLTgxMDgtM2QzNjA5MDQ1OWVkXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_SX300.jpg,6.6,"7,351",,Medusa,Monday,December,2010,65.58467900000001,102,Comedy
39451,Little Fockers,2010-12-21,100000000.0,310650585.0,tt0970866,PG-13,98 min,"Comedy, Romance",Paul Weitz,"John Hamburg, Larry Stuckey, Greg Glienna (characters), Mary Ruth Clarke (characters)","Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman","Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?","English, Ukrainian",USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_SX300.jpg,5.5,"101,812",05 Apr 2011,Universal Pictures,Tuesday,December,2010,310.6505850000001,98,Comedy
44264,True Grit,2010-12-22,38000000.0,252276927.0,tt1403865,PG-13,110 min,"Drama, Western","Ethan Coen, Joel Coen","Joel Coen (screenplay), Ethan Coen (screenplay), Charles Portis (novel)","Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,English,USA,Nominated for 10 Oscars. Another 37 wins & 154 nominations.,https://m.media-amazon.com/images/M/MV5BODhkZDIzNjgtOTA5ZS00MmMzLWFkNjYtM2Y2MzFjN2FkNjAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.6,"291,695",07 Jun 2011,Paramount Pictures,Wednesday,December,2010,252.276927,110,Drama
45272,Country Strong,2010-12-22,15000000.0,20601987.0,tt1555064,PG-13,117 min,"Drama, Music",Shana Feste,Shana Feste,"Gwyneth Paltrow, Tim McGraw, Garrett Hedlund, Leighton Meester","A rising country-music songwriter works with a fallen star to work their way to fame, causing romantic complications along the way.",English,USA,Nominated for 1 Oscar. Another 1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxMjQ0NjE3OV5BMl5BanBnXkFtZTcwODIxNDEwNA@@._V1_SX300.jpg,6.3,"16,578",12 Apr 2011,Screen Gems,Wednesday,December,2010,20.601987,117,Drama
38745,Gulliver's Travels,2010-12-25,112000000.0,237382724.0,tt1320261,PG,85 min,"Adventure, Comedy, Family, Fantasy",Rob Letterman,"Joe Stillman (screenplay), Nicholas Stoller (screenplay), Jonathan Swift (book)","Jack Black, Jason Segel, Emily Blunt, Amanda Peet","Travel writer Lemuel Gulliver (Jack Black) takes an assignment in Bermuda, but ends up on the island of Lilliput, where he towers over its tiny citizens.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0NTUwOTM3Nl5BMl5BanBnXkFtZTcwMDA3NjIwNA@@._V1_SX300.jpg,4.9,"62,733",19 Apr 2011,20th Century Fox,Saturday,December,2010,237.382724,85,Adventure
41201,The Illusionist,2010-12-25,18000000.0,6007194.0,tt0443543,PG-13,110 min,"Drama, Fantasy, History, Mystery, Romance, Thriller",Neil Burger,"Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")","Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",English,"USA, Czech Republic",Nominated for 1 Oscar. Another 10 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BY2VkMzZlZDAtNTkzNS00MDIzLWFmOTctMWQwZjQ1OWJiYzQ1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,7.6,"342,619",09 Jan 2007,Yari Film Group,Saturday,December,2010,6.007194,110,Drama
45958,Biutiful,2010-12-28,0.0,25147786.0,tt1164999,R,148 min,"Drama, Romance",Alejandro G. Iñárritu,"Alejandro G. Iñárritu (screenplay), Alejandro G. Iñárritu (based on a story by), Nicolás Giacobone (screenplay), Armando Bo (screenplay)","Javier Bardem, Maricel Álvarez, Hanaa Bouchaib, Guillermo Estrella","This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move.","Spanish, Chinese, Wolof","Mexico, Spain",Nominated for 2 Oscars. Another 21 wins & 61 nominations.,https://m.media-amazon.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@._V1_SX300.jpg,7.5,"82,116",31 May 2011,Roadside Attractions,Tuesday,December,2010,25.147786,148,Drama
46705,Blue Valentine,2010-12-29,3500000.0,16566240.0,tt1120985,R,112 min,"Drama, Romance",Derek Cianfrance,"Derek Cianfrance, Joey Curtis, Cami Delavigne","Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman","The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",English,USA,Nominated for 1 Oscar. Another 9 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BMTU4MTQ2MzA1Ml5BMl5BanBnXkFtZTcwODE3NTgwNA@@._V1_SX300.jpg,7.4,"174,706",10 May 2011,Weinstein Company,Wednesday,December,2010,16.56624,112,Drama
44009,Another Year,2010-12-29,8000000.0,18124262.0,tt1431181,PG-13,129 min,"Comedy, Drama",Mike Leigh,Mike Leigh,"Jim Broadbent, Ruth Sheen, Lesley Manville, Oliver Maltman",A look at four seasons in the lives of a happily married couple and their relationships with their family and friends.,English,UK,Nominated for 1 Oscar. Another 23 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BY2I0YTFmNzQtZjM1NC00MmI0LTk5ZTAtMjA2MmM5YTZhOTZiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.3,"26,667",07 Jun 2011,Sony Classics,Wednesday,December,2010,18.124262,129,Comedy
38961,Tamara Drewe,2010-12-30,0.0,11910695.0,tt1486190,R,107 min,"Comedy, Drama, Romance",Stephen Frears,"Posy Simmonds (graphic novel), Moira Buffini (screenplay)","Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper","A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.",English,UK,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjAyOTIyMjI0Nl5BMl5BanBnXkFtZTcwMzcyODE3Mw@@._V1_SX300.jpg,6.2,"19,786",08 Feb 2011,Sony Pictures Classics,Thursday,December,2010,11.910695,107,Comedy
173931,Legend of a Rabbit,2011-01-01,19000000.0,2570000.0,tt4838316,,90 min,Animation,Dake Dong,,"Yunwei He, Lei Huang, Zishan Yang","It's been a couple of years since Fu defeated slash, Fu is now regarded as the protector of the village, Defeating bandits and of holding justice. However with no skills, Fu have to start ...",Mandarin,China,2 nominations.,https://m.media-amazon.com/images/M/MV5BNTRkOThjN2YtZjdmNS00MzMwLWEyNzQtZTFhYjcyMzIzMGZjXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,5.7,112,,,Saturday,January,2011,2.57,90,Animation
173931,Legend of a Rabbit,2011-01-01,19000000.0,2570000.0,tt4838316,,90 min,Animation,Dake Dong,,"Yunwei He, Lei Huang, Zishan Yang","It's been a couple of years since Fu defeated slash, Fu is now regarded as the protector of the village, Defeating bandits and of holding justice. However with no skills, Fu have to start ...",Mandarin,China,2 nominations.,https://m.media-amazon.com/images/M/MV5BNTRkOThjN2YtZjdmNS00MzMwLWEyNzQtZTFhYjcyMzIzMGZjXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,5.7,112,,,Saturday,January,2011,2.57,90,Animation
23047,Season of the Witch,2011-01-07,40000000.0,91627228.0,tt0479997,PG-13,95 min,"Action, Adventure, Fantasy",Dominic Sena,Bragi F. Schut,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham","Fourteenth century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.","English, Latin",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_SX300.jpg,5.4,"87,391",28 Jun 2011,Relativity Media,Friday,January,2011,91.627228,95,Action
40805,The Green Hornet,2011-01-13,120000000.0,227817248.0,tt0990407,PG-13,119 min,"Action, Comedy, Crime, Sci-Fi, Thriller",Michel Gondry,"Seth Rogen, Evan Goldberg, George W. Trendle (radio series ""The Green Hornet"")","Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson","Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","English, Mandarin",USA,4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwOTMwMDYyMl5BMl5BanBnXkFtZTcwMzAxMjMyNA@@._V1_SX300.jpg,5.8,"150,784",03 May 2011,Sony Pictures,Thursday,January,2011,227.817248,119,Action
44564,The Dilemma,2011-01-13,70000000.0,67112664.0,tt1578275,PG-13,111 min,"Comedy, Drama",Ron Howard,Allan Loeb,"Vince Vaughn, Kevin James, Jennifer Connelly, Winona Ryder",A man discovers that his best friend's wife is having an affair.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzg3MDUwMTI1OV5BMl5BanBnXkFtZTcwNzY0NDIxNA@@._V1_SX300.jpg,5.3,"49,565",03 May 2011,Universal Pictures,Thursday,January,2011,67.112664,111,Comedy
46829,Barney's Version,2011-01-14,30000000.0,8454301.0,tt1423894,R,134 min,"Comedy, Drama",Richard J. Lewis,"Mordecai Richler (novel), Michael Konyves (screenplay)","Paul Giamatti, Macha Grenon, Paul Gross, Atom Egoyan","The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.","English, French","Italy, Canada",Nominated for 1 Oscar. Another 18 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTM4MTUwNDg0OF5BMl5BanBnXkFtZTcwMjUyODYxNA@@._V1_SX300.jpg,7.3,"23,299",28 Jun 2011,Sony Classics,Friday,January,2011,8.454301,134,Comedy
72440,Once Upon a Warrior,2011-01-19,3800000.0,5400000.0,tt1621994,PG-13,133 min,"Action, Adventure, Family, Fantasy",Prakash Kovelamudi,"Rahul Koda (additional writing), Prakash Kovelamudi, Rajasimha (dialogue), R. Samala (additional writing)","Siddharth, Shruti Haasan, Lakshmi Manchu, Ravi Babu","In a teardrop-shaped land called Sangarashtra, a 9-year-old girl with special healing powers tries to save her homeland from the tyranny of an evil queen with the help of a blind swordsman.",Telugu,"India, USA",,https://m.media-amazon.com/images/M/MV5BMDYyOGQzNjYtZmE1Ni00M2VmLWE4MTYtNGQ3MDY2MmQyYTM0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,5.2,455,26 Jul 2011,,Wednesday,January,2011,5.4,133,Action
41630,No Strings Attached,2011-01-21,25000000.0,147780440.0,tt1411238,R,108 min,"Comedy, Romance",Ivan Reitman,"Elizabeth Meriwether (screenplay), Michael Samonek (story), Elizabeth Meriwether (story)","Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes","A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.","English, Ukrainian",USA,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX300.jpg,6.2,"202,612",10 May 2011,Paramount Pictures,Friday,January,2011,147.78044,108,Comedy
58496,Senna,2011-01-21,0.0,8212430.0,tt1424432,PG-13,106 min,"Documentary, Biography, Sport",Asif Kapadia,Manish Pandey,"Ayrton Senna, Alain Prost, Frank Williams, Ron Dennis","A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.","English, Portuguese, French, Japanese","UK, France, USA",Won 2 BAFTA Film Awards. Another 17 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5MTUzOTAxMl5BMl5BanBnXkFtZTcwODQzMjg3NA@@._V1_SX300.jpg,8.6,"57,283",06 Mar 2012,Independent Pictures,Friday,January,2011,8.21243,106,Documentary
92182,Silent House,2011-01-21,2000000.0,13101672.0,tt1767382,R,86 min,"Drama, Horror, Mystery, Thriller","Chris Kentis, Laura Lau","Gustavo Hernández (film ""La casa muda""), Laura Lau (screenplay), Oscar Estévez (original screen play)","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Chan",A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,English,"USA, France",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTUzOTc2NjQ3MV5BMl5BanBnXkFtZTcwNzk3ODUzNw@@._V1_SX300.jpg,5.2,"21,141",24 Jul 2012,Open Road Films,Friday,January,2011,13.101672,86,Drama
50217,From Prada to Nada,2011-01-28,93.0,2500000.0,tt0893412,PG-13,107 min,"Comedy, Drama, Romance",Angel Gracia,"Fina Torres (screenplay), Luis Alfaro (screenplay), Craig Fernandez (screenplay), Jane Austen (novel)","Camilla Belle, Alexa PenaVega, Tina French, Luis Rosales","A Latina spin on Jane Austen's ""Sense and Sensibility,"" where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.","English, Spanish","Mexico, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2NDAxNjgwMF5BMl5BanBnXkFtZTcwNDc3NzQxNA@@._V1_SX300.jpg,5.5,"13,821",03 Jan 2012,Lionsgate Films,Friday,January,2011,2.5,107,Comedy
48171,The Rite,2011-01-28,37000000.0,96047633.0,tt1161864,PG-13,114 min,"Drama, Horror, Mystery, Thriller",Mikael Håfström,"Michael Petroni, Matt Baglio (book)","Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds",American seminary student Michael Kovak (Colin O'Donaghue) travels to Italy to take an exorcism course.,"English, Welsh, Italian, Latin, Russian, Hungarian","USA, Hungary, Italy",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg,6.0,"87,457",17 May 2011,Warner Bros. Pictures/New Line Cinema,Friday,January,2011,96.047633,114,Drama
37472,Ip Man 2,2011-01-28,12902809.0,36000000.0,tt1386932,R,108 min,"Action, Biography, Drama, History, Sport",Wilson Yip,"Tai-lee Chan, Hiu-Yan Choi, Edmond Wong (screenplay)","Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong",Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,"Cantonese, Mandarin, English","Hong Kong, China",6 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZWM2MTcyMDgtZTZkNS00NTg5LWIwNzEtMmY1Y2I1MTZjYTE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.5,"89,860",,,Friday,January,2011,36.0,108,Action
27582,The Mechanic,2011-01-28,40000000.0,51070807.0,tt0472399,R,93 min,"Action, Thriller",Simon West,"Richard Wenk (screenplay), Lewis John Carlino (screenplay), Lewis John Carlino (story)","Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland",An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjEyMjk1NjI1M15BMl5BanBnXkFtZTcwODcyNjAxNA@@._V1_SX300.jpg,6.6,"144,710",17 May 2011,CBS Films,Friday,January,2011,51.070807,93,Action
49950,The Roommate,2011-02-04,16000000.0,52545707.0,tt1265990,PG-13,91 min,"Drama, Thriller",Christian E. Christiansen,Sonny Mallhi,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka","When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",English,USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_SX300.jpg,4.8,"34,157",17 May 2011,Screen Gems/SONY PICTURES,Friday,February,2011,52.54570699999999,91,Drama
48340,Sanctum,2011-02-04,0.0,108609310.0,tt0881320,R,108 min,"Action, Adventure, Drama, Thriller",Alister Grierson,"John Garvin, Andrew Wight, Andrew Wight (story)","Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson",An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,English,"USA, Australia",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_SX300.jpg,5.9,"51,893",07 Jun 2011,Universal Pictures,Friday,February,2011,108.60931,108,Action
52505,The Other Woman,2011-02-04,30000000.0,102000000.0,tt2203939,PG-13,109 min,"Comedy, Romance",Nick Cassavetes,Melissa Stack,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0ODE4ODY1OF5BMl5BanBnXkFtZTgwMDA5NjkzMTE@._V1_SX300.jpg,6.0,"125,233",29 Jul 2014,20th Century Fox,Friday,February,2011,102.0,109,Comedy
45772,Gnomeo & Juliet,2011-02-11,36000000.0,189712432.0,tt0377981,G,84 min,"Animation, Adventure, Comedy, Family, Romance",Kelly Asbury,"Rob Sprackling (story), Johnny Smith (story), Andy Riley (story), Kevin Cecil (story), Kelly Asbury (story), Steve Hamilton Shaw (story), Andy Riley (screenplay), Kevin Cecil (screenplay), Mark Burton (screenplay), Emily Cook (screenplay), Kathy Greenberg (screenplay), Steve Hamilton Shaw (screenplay), Kelly Asbury (screenplay), Rob Sprackling (original screenplay), Johnny Smith (original screenplay), William Shakespeare (play), Arthur Brooke","James McAvoy, Emily Blunt, Ashley Jensen, Michael Caine","Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?","English, Japanese, Spanish, German","UK, USA, Canada",Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjAyNDM2MDA2NF5BMl5BanBnXkFtZTcwOTMxMDAxNA@@._V1_SX300.jpg,5.9,"50,428",24 May 2011,Touchstone Pictures,Friday,February,2011,189.712432,84,Animation
49494,The Eagle,2011-02-11,25000000.0,27122040.0,tt1034389,PG-13,114 min,"Action, Adventure, Drama, History, War",Kevin Macdonald,"Jeremy Brock (screenplay), Rosemary Sutcliff (novel)","Channing Tatum, István Göz, Bence Gerö, Denis O'Hare","In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.","English, Scottish Gaelic","UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_SX300.jpg,6.2,"62,771",21 Jun 2011,Focus Features,Friday,February,2011,27.12204,114,Action
52067,Cedar Rapids,2011-02-11,0.0,6861102.0,tt1477837,R,87 min,Comedy,Miguel Arteta,Phil Johnston,"Ed Helms, John C. Reilly, Anne Heche, Isiah Whitlock Jr.","Tim Lippe has no idea what he's in for when he's sent to Cedar Rapids, Iowa to represent his company at an annual insurance convention, where he soon finds himself under the ""guidance"" of three convention veterans.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@._V1_SX300.jpg,6.2,"35,124",21 Jun 2011,Fox Searchlight Pictures,Friday,February,2011,6.861102000000002,87,Comedy
50546,Just Go with It,2011-02-11,80000000.0,214918407.0,tt1564367,PG-13,117 min,"Comedy, Romance",Dennis Dugan,"Allan Loeb (screenplay), Timothy Dowling (screenplay), I.A.L. Diamond (screenplay ""Cactus Flower""), Abe Burrows (stage play), Pierre Barillet (French play), Jean-Pierre Grédy (French play)","Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",English,USA,5 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3MzM3NDE5MV5BMl5BanBnXkFtZTcwNDE5MTUxNA@@._V1_SX300.jpg,6.4,"208,204",07 Jun 2011,Sony Pictures,Friday,February,2011,214.918407,117,Comedy
54518,Justin Bieber: Never Say Never,2011-02-11,13000000.0,98441954.0,tt1702443,G,105 min,"Documentary, Music",Jon M. Chu,,"Justin Bieber, Boyz II Men, Miley Cyrus, Sean Kingston",Follows Justin Bieber with some footage of performances from his 2010 concert tour.,English,USA,2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0NDQzMjIzOF5BMl5BanBnXkFtZTcwNDk2NzczNA@@._V1_SX300.jpg,1.6,"75,025",13 May 2011,Paramount Pictures,Friday,February,2011,98.441954,105,Documentary
48138,Unknown,2011-02-18,30000000.0,130786397.0,tt1401152,PG-13,113 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"Oliver Butcher (screenplay), Stephen Cornwell (screenplay), Didier Van Cauwelaert (novel)","Liam Neeson, Diane Kruger, January Jones, Aidan Quinn","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.","English, German, Turkish, Arabic","UK, Germany, France, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_SX300.jpg,6.8,"239,502",21 Jun 2011,Warner Bros. Pictures,Friday,February,2011,130.786397,113,Action
46529,I Am Number Four,2011-02-18,50000000.0,144492830.0,tt1464540,PG-13,111 min,"Action, Adventure, Sci-Fi, Thriller",D.J. Caruso,"Alfred Gough (screenplay), Miles Millar (screenplay), Marti Noxon (screenplay), Jobie Hughes (novel), James Frey (novel)","Alex Pettyfer, Timothy Olyphant, Teresa Palmer, Dianna Agron","Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.","English, French","USA, India",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,6.1,"221,457",24 May 2011,DreamWorks Studios,Friday,February,2011,144.49283,111,Action
38322,"Big Mommas: Like Father, Like Son",2011-02-18,32000000.0,83615414.0,tt1464174,PG-13,107 min,"Action, Comedy, Crime",John Whitesell,"Matthew Fogel (screenplay), Don Rhymer (story), Matthew Fogel (story), Darryl Quarles (characters)","Martin Lawrence, Brandon T. Jackson, Jessica Lucas, Michelle Ang",Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BMzU2MTk5NzkzNV5BMl5BanBnXkFtZTcwMjU5MzgwNA@@._V1_SX300.jpg,4.4,"24,166",14 Jun 2011,20th Century Fox,Friday,February,2011,83.615414,107,Action
