,TMDB ID,Title,Release Date,Budget,Revenue,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,Metascore,Rating Dictionary,Type,DVD Release Date,Box Office,Production
12361,34544,The A-Team,2010-06-11,110000000,177238796,,,,,,,,,,,,,,,,,,,,
12362,38407,Shanghai,2010-10-02,50000000,0,,,,,,,,,,,,,,,,,,,,
12363,51250,Gun,2010-06-10,10000000,0,,,,,,,,,,,,,,,,,,,,
12364,182547,White Knuckles,2010-06-10,0,0,,,,,,,,,,,,,,,,,,,,
12365,169590,Heart of Now,2010-06-10,0,0,,,,,,,,,,,,,,,,,,,,
12366,51875,Miss Nobody,2010-06-10,0,0,,,,,,,,,,,,,,,,,,,,
12367,321236,Grand Canyon Serenade,2010-06-10,0,0,,,,,,,,,,,,,,,,,,,,
12368,80686,Oasis: Time Flies 1994-2009,2010-06-09,0,0,,,,,,,,,,,,,,,,,,,,
12369,62116,Mozart's Sister,2011-08-19,0,0,,,,,,,,,,,,,,,,,,,,
12370,83716,Fake,2010-06-09,0,0,,,,,,,,,,,,,,,,,,,,
12371,75717,Emir,2011-03-13,0,0,,,,,,,,,,,,,,,,,,,,
12372,439075,Sun in My Mouth,2010-06-09,0,0,,,,,,,,,,,,,,,,,,,,
12373,397824,A Foundling,2010-06-09,0,0,,,,,,,,,,,,,,,,,,,,
12374,305573,306,2010-06-09,0,0,,,,,,,,,,,,,,,,,,,,
12375,46550,Getting High in the Barrio,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12376,39150,Kathy Griffin: Does the Bible Belt,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12377,51403,Bibliothèque Pascal,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12378,63078,The Infernal Comedy: Confessions of a Serial Killer,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12379,51764,BearCity,2010-06-08,0,5980,,,,,,,,,,,,,,,,,,,,
12380,46356,Unrequited,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12381,38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,1300000,0,,,,,,,,,,,,,,,,,,,,
12382,507214,"And, There You Are",2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12383,63705,Last Breath,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12384,290942,"Discoveries...America, Louisiana",2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12385,113836,Talibanistan,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12386,77979,WordWorld: Pirate Sheep,2010-06-08,0,0,,,,,,,,,,,,,,,,,,,,
12387,76732,Abnormal Activity,2010-06-07,0,0,,,,,,,,,,,,,,,,,,,,
12388,41215,Black Death,2011-03-11,0,265318,,,,,,,,,,,,,,,,,,,,
12389,524859,Zombies Take the Schoolyard,2010-06-07,0,0,,,,,,,,,,,,,,,,,,,,
12390,51276,Silent Souls,2010-10-10,0,0,,,,,,,,,,,,,,,,,,,,
12391,149416,Stanley Pickle,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12392,47557,The Edge,2010-11-11,11000000,5132354,,,,,,,,,,,,,,,,,,,,
12393,156209,Cold Water of the Sea,2010-10-10,0,0,,,,,,,,,,,,,,,,,,,,
12394,81032,Neverlost,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12395,61769,Gigola,2010-11-11,14000000,0,,,,,,,,,,,,,,,,,,,,
12396,400952,Beyond Enchantment,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12397,51267,Out Of Order,2010-07-07,2200000,0,,,,,,,,,,,,,,,,,,,,
12398,49827,"Moscow, I Love You!",2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12399,134718,Sweaty Beards,2010-07-07,0,0,,,,,,,,,,,,,,,,,,,,
12400,63605,Love Undercover,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12401,416725,For Christ's Sake,2010-06-06,100000,0,,,,,,,,,,,,,,,,,,,,
12402,336883,Romantic Warriors: A Progressive Music Saga,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12403,295946,The Third Testament,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12404,208811,Atom Nine Adventures,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12405,77075,Masakra,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12406,75586,Between 2 Worlds,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12407,74014,Uslysh Moe Serdtse,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12408,73030,Aleksandra,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12409,72619,The Day of the Beast,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12410,70096,Lyublyu 9 Marta,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12411,70095,Lyubov Bez Pravil,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12412,66090,Network Keepers,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12413,65668,Chelovek Niotkuda,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12414,65065,A Pair of Bay,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12415,63093,Black City,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12416,119441,"Hetalia: Axis Powers: Paint It, White!",2011-11-22,250000,1950000,,,,,,,,,,,,,,,,,,,,
12417,179255,The Book of Zombie,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12418,127717,Freshman Father,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12419,72801,The Windmill Farmer,2010-06-05,2000,0,,,,,,,,,,,,,,,,,,,,
12420,286489,Jack + Jill,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12421,125941,Who Took the Bomp? Le Tigre on Tour,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12422,659419,Butt-Head,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12423,298936,Love,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12424,293348,Morning,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12425,270626,Forgotten Pills,2010-06-05,0,0,,,,,,,,,,,,,,,,,,,,
12426,70557,Hal Sparks: Charmageddon,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12427,71702,King of Chinatown,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12428,68341,Cold Fish,2010-07-05,0,0,,,,,,,,,,,,,,,,,,,,
12429,50779,And Everything Is Going Fine,2010-12-10,0,0,,,,,,,,,,,,,,,,,,,,
12430,173215,Gold Farmers,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12431,32823,Get Him to the Greek,2010-06-04,40000000,90029656,,,,,,,,,,,,,,,,,,,,
12432,37821,Killers,2010-06-04,75000000,98159963,,,,,,,,,,,,,,,,,,,,
12433,56928,Meet Monica Velour,2010-06-04,5000000,31649,,,,,,,,,,,,,,,,,,,,
12434,49347,Needle,2010-10-09,3500000,0,,,,,,,,,,,,,,,,,,,,
12435,38579,Marmaduke,2010-06-04,50000000,83761844,,,,,,,,,,,,,,,,,,,,
12436,229860,Thieves,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12437,210894,An Affirmative Act,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12438,589496,Megafauna,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12439,579109,Whiz Kids,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12440,539923,Three Days in the Woods,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12441,528902,New Year Sun,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12442,454407,Picture Taking,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12443,252204,BoyBand,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12444,185343,Delicious Peace Grows in a Ugandan Coffee Bean,2010-06-04,0,0,,,,,,,,,,,,,,,,,,,,
12445,44629,Animal Kingdom,2010-08-13,5000000,1000000,,,,,,,,,,,,,,,,,,,,
12446,51962,My Good Enemy,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12447,27584,High School,2010-06-03,0,0,,,,,,,,,,,,,,,,,,,,
12448,76421,Role/Play,2010-06-03,0,0,,,,,,,,,,,,,,,,,,,,
12449,53739,For the Good of Others,2010-06-03,0,0,,,,,,,,,,,,,,,,,,,,
12450,229453,Broken Springs: Shine of the Undead Zombie Bastards,2010-06-03,0,0,,,,,,,,,,,,,,,,,,,,
12451,108989,John Butler Trio: Live At Red Rocks,2010-06-03,0,0,,,,,,,,,,,,,,,,,,,,
12452,51538,Out of the Shadows,2010-06-03,0,0,,,,,,,,,,,,,,,,,,,,
12453,265656,Lost Masterpieces of Pornography,2010-06-02,0,0,,,,,,,,,,,,,,,,,,,,
12454,57553,Noy,2011-01-08,0,0,,,,,,,,,,,,,,,,,,,,
12455,648617,Go Tell Ricky Scrotum,2010-06-02,0,0,,,,,,,,,,,,,,,,,,,,
12456,488972,Pride: The Gay & Lesbian Comedy Slam,2010-06-02,0,0,,,,,,,,,,,,,,,,,,,,
12457,342861,Night Springs,2010-06-02,0,0,,,,,,,,,,,,,,,,,,,,
12458,219263,Night Terrors,2010-06-02,0,0,,,,,,,,,,,,,,,,,,,,
12459,351423,Dock Ellis & The LSD No-No,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12460,215387,Equality U,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12461,117340,Hello Lonesome,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12462,84849,Orly,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12463,58862,Herschell Gordon Lewis: The Godfather of Gore,2011-09-27,0,0,,,,,,,,,,,,,,,,,,,,
12464,57513,Furious Love,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12465,340675,Vlast (Power),2010-06-01,700000,0,,,,,,,,,,,,,,,,,,,,
12466,339042,Babioles,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12467,97291,Schooling the World: The White Man's Last Burden,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12468,67852,Space Tourists,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12469,455424,MutantLand,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12470,56296,Deuce of Spades,2010-06-01,25000,0,,,,,,,,,,,,,,,,,,,,
12471,37708,Wild Things: Foursome,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12472,38166,The Stranger,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12473,264046,The In-Between,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12474,579662,The Gainesville Ripper,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12475,520894,Wild Ride,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12476,514949,A Daydream,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12477,447694,Tikimentary: In Search of the Lost Paradise,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12478,418790,Monkeywrench,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12479,366410,Crash The Coast,2010-06-01,1000,0,,,,,,,,,,,,,,,,,,,,
12480,359020,Pincushion,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12481,346825,Scumbabies,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12482,337604,Why You Do This,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12483,325197,Family Prayers,2010-06-01,25,0,,,,,,,,,,,,,,,,,,,,
12484,306105,Tokyo Police Club: A Performance at The Studio,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12485,298234,Bach & Friends,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12486,279589,Daniel's Lot,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12487,273065,The Minutemen,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12488,271520,Glenn Wool: You Don't Go to Hell for Eating Elephants,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12489,209785,Our House,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12490,168461,Mike Portnoy - Whirlwind Drumming,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12491,134557,The Night Of All Fears,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12492,85680,Walking Among the Dead,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12493,53941,The Foundation,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12494,49756,Kid Racer,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12495,47994,Nine Days That Changed The World,2010-06-01,200,0,,,,,,,,,,,,,,,,,,,,
12496,29900,Women's Studies,2010-06-01,0,0,,,,,,,,,,,,,,,,,,,,
12497,29432,Killer Hoo-Ha!,2010-06-01,100000,0,,,,,,,,,,,,,,,,,,,,
12498,304308,Disfarmer: A Portrait of America,2010-05-31,0,0,,,,,,,,,,,,,,,,,,,,
12499,39477,Small Town Saturday Night,2010-05-31,0,0,,,,,,,,,,,,,,,,,,,,
12500,386698,Get Off My Porch,2010-05-31,0,0,,,,,,,,,,,,,,,,,,,,
12501,123516,Nirvana: Live On Air,2010-05-31,0,0,,,,,,,,,,,,,,,,,,,,
12502,14238,The Sweet Hand of the White Rose,2010-05-30,0,0,,,,,,,,,,,,,,,,,,,,
12503,45371,The Special Relationship,2010-05-29,0,0,,,,,,,,,,,,,,,,,,,,
12504,57389,The Four Times,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12505,55961,Habana Eva,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12506,324768,En Route,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12507,396613,Northern Comfort,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12508,144161,Chicogrande,2011-02-24,25000000,0,,,,,,,,,,,,,,,,,,,,
12509,79851,Loving Lampposts,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12510,42307,Road Train,2010-09-28,0,0,,,,,,,,,,,,,,,,,,,,
12511,335285,Waking the T. Rex: The Story of SUE,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12512,276988,Immortal,2010-05-28,0,0,,,,,,,,,,,,,,,,,,,,
12513,272365,Eccojam A3,2010-05-27,0,0,,,,,,,,,,,,,,,,,,,,
12514,37828,Armadillo,2011-04-15,1500000,0,,,,,,,,,,,,,,,,,,,,
12515,37786,Sex and the City 2,2010-05-27,100000000,288347692,,,,,,,,,,,,,,,,,,,,
12516,45662,Space Chimps 2: Zartog Strikes Back,2010-05-26,0,0,,,,,,,,,,,,,,,,,,,,
12517,67901,Life In Perpetual Beta,2010-05-26,0,0,,,,,,,,,,,,,,,,,,,,
12518,339293,All Time Low: Straight to DVD,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12519,272617,Mockingbird,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12520,79782,Venice,2010-06-06,0,0,,,,,,,,,,,,,,,,,,,,
12521,41994,David Cross: Bigger and Blackerer,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12522,52466,Godkiller: Walk Among Us,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12523,352355,House of Black Wings,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12524,40657,All My Friends Are Funeral Singers,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12525,55194,Jedi Junkies,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12526,251689,Sex Express Coffee,2010-08-10,0,0,,,,,,,,,,,,,,,,,,,,
12527,213155,Destination: Outer Space,2010-05-25,10000,0,,,,,,,,,,,,,,,,,,,,
12528,94220,Disco Biscuits Live at Red Rocks Amphitheatre,2010-05-25,0,0,,,,,,,,,,,,,,,,,,,,
12529,105942,ReGeneration,2010-05-24,0,0,,,,,,,,,,,,,,,,,,,,
12530,39026,Costa Rican Summer,2010-05-24,0,0,,,,,,,,,,,,,,,,,,,,
12531,271713,Evan and Gareth Save the World,2010-05-24,0,0,,,,,,,,,,,,,,,,,,,,
12532,51409,The Tree,2011-07-15,0,0,,,,,,,,,,,,,,,,,,,,
12533,55202,The Thomas Beale Cipher,2010-05-23,0,0,,,,,,,,,,,,,,,,,,,,
12534,38031,You Will Meet a Tall Dark Stranger,2010-05-23,22000000,0,,,,,,,,,,,,,,,,,,,,
12535,166738,The Feed,2010-05-23,15,0,,,,,,,,,,,,,,,,,,,,
12536,224319,The Queen,2010-05-23,0,0,,,,,,,,,,,,,,,,,,,,
12537,18054,One With The Gun,2010-05-23,0,0,,,,,,,,,,,,,,,,,,,,
12538,370571,Mint Julep,2010-05-22,0,0,,,,,,,,,,,,,,,,,,,,
12539,38234,Undisputed III: Redemption,2010-05-22,3000000,0,,,,,,,,,,,,,,,,,,,,
12540,147875,Your Lucky Day,2010-05-22,0,0,,,,,,,,,,,,,,,,,,,,
12541,405769,La historia de siempre,2010-05-22,0,0,,,,,,,,,,,,,,,,,,,,
12542,58913,What Would Jesus Do?,2010-05-22,0,0,,,,,,,,,,,,,,,,,,,,
12543,42053,Witchville,2010-05-22,0,0,,,,,,,,,,,,,,,,,,,,
12544,197144,Sneeze Me Away,2010-05-22,50000,0,,,,,,,,,,,,,,,,,,,,
12545,86034,Vazquez vs Marquez IV,2010-05-22,0,0,,,,,,,,,,,,,,,,,,,,
12546,108309,Portraits in a Sea of Lies,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12547,38368,Uncle Boonmee Who Can Recall His Past Lives,2011-03-02,0,0,,,,,,,,,,,,,,,,,,,,
12548,37737,Kites,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12549,45022,Holy Rollers,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12550,37931,MacGruber,2010-05-21,10000000,6110000,,,,,,,,,,,,,,,,,,,,
12551,38642,Pimp,2012-03-20,0,0,,,,,,,,,,,,,,,,,,,,
12552,44426,The Devil Within,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12553,525796,Cholo Comedy Slam: Stand Up and Lean Back,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12554,464015,Act Your Age: The Kids of Widney High Story,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12555,386283,Dark Tranquillity: [2010] Live at Chicago,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12556,266081,Something Better Somewhere Else,2010-05-21,0,0,,,,,,,,,,,,,,,,,,,,
12557,62255,Tracker,2010-09-12,6500000,0,,,,,,,,,,,,,,,,,,,,
12558,38363,Fair Game,2010-05-20,22000000,24188922,,,,,,,,,,,,,,,,,,,,
12559,270848,Fairfield Road,2010-05-20,0,0,,,,,,,,,,,,,,,,,,,,
12560,39240,The Truth,2010-05-20,0,0,,,,,,,,,,,,,,,,,,,,
12561,324352,Anderson's Cross,2010-05-20,300000,0,,,,,,,,,,,,,,,,,,,,
12562,97183,Blood Junkie,2010-05-20,6000,0,,,,,,,,,,,,,,,,,,,,
12563,45244,"Life, Above All",2011-07-15,0,0,,,,,,,,,,,,,,,,,,,,
12564,50294,Kooky,2010-05-19,0,0,,,,,,,,,,,,,,,,,,,,
12565,9543,Prince of Persia: The Sands of Time,2010-05-27,150000000,335154643,,,,,,,,,,,,,,,,,,,,
12566,64074,Two in the Wave,2010-05-19,0,0,,,,,,,,,,,,,,,,,,,,
12567,216424,Empty Rooms,2010-05-19,0,0,,,,,,,,,,,,,,,,,,,,
12568,48303,Certified Copy,2011-03-11,0,0,,,,,,,,,,,,,,,,,,,,
12569,46332,Of Gods and Men,2011-02-25,4000000,41424067,,,,,,,,,,,,,,,,,,,,
12570,102639,Virginia,2010-05-18,0,6915,,,,,,,,,,,,,,,,,,,,
12571,76626,Cultures of Resistance,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12572,39049,Gunfight at La Mesa,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12573,39478,Stripped Naked,2010-05-30,0,0,,,,,,,,,,,,,,,,,,,,
12574,40852,American Bandits: Frank and Jesse James,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12575,50142,Mutant Vampire Zombies from the 'Hood!,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12576,507460,Shrimp Chicken Fish,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12577,246000,Dragons or Dinosaurs: Creation or Evolution,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12578,120495,"The Mr. Men Show : Mr. Bump Presents: Planes, Trains & Dillymobiles",2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12579,74492,The Five,2010-05-18,0,0,,,,,,,,,,,,,,,,,,,,
12580,45284,Outrage,2011-12-02,0,8428636,,,,,,,,,,,,,,,,,,,,
12581,63555,Leap Year,2011-06-24,0,0,,,,,,,,,,,,,,,,,,,,
12582,51241,Heartbeats,2011-02-25,0,62985,,,,,,,,,,,,,,,,,,,,
12583,10192,Shrek Forever After,2010-05-16,165000000,752600867,,,,,,,,,,,,,,,,,,,,
12584,117232,Lady Blue Shanghai,2010-05-16,0,0,,,,,,,,,,,,,,,,,,,,
12585,524514,Lost Tribes and Promised Lands,2010-05-16,0,0,,,,,,,,,,,,,,,,,,,,
12586,49787,The Reef,2010-05-15,0,0,,,,,,,,,,,,,,,,,,,,
12587,28521,Beg,2010-05-15,0,0,,,,,,,,,,,,,,,,,,,,
12588,580562,Matted,2010-05-15,0,0,,,,,,,,,,,,,,,,,,,,
12589,193583,Stab 4: Fresh Blood,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12590,162981,Little Baby Jesus of Flandr,2011-03-04,0,0,,,,,,,,,,,,,,,,,,,,
12591,78394,Sea Rex 3D: Journey to a Prehistoric World,2010-05-14,5000000,4074023,,,,,,,,,,,,,,,,,,,,
12592,193582,Broken Hearts,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12593,44671,Racing Dreams,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12594,37056,Letters to Juliet,2010-05-14,30000000,82148538,,,,,,,,,,,,,,,,,,,,
12595,38093,Just Wright,2010-05-14,0,21520719,,,,,,,,,,,,,,,,,,,,
12596,39806,Princess Ka'iulani,2010-05-14,9000000,771499,,,,,,,,,,,,,,,,,,,,
12597,42478,Happiness Runs,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12598,235450,Blood Money: The Business of Abortion,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12599,193579,Motion Sickness,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12600,113033,Elements - Trio,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12601,80679,In/Significant Others,2010-05-14,0,0,,,,,,,,,,,,,,,,,,,,
12602,47909,Poetry,2011-02-11,0,349899,,,,,,,,,,,,,,,,,,,,
12603,55151,"Tuesday, After Christmas",2011-05-25,0,20666,,,,,,,,,,,,,,,,,,,,
12604,142666,Love and Theft,2010-05-13,0,0,,,,,,,,,,,,,,,,,,,,
12605,55003,Benda Bilili!,2011-09-30,0,0,,,,,,,,,,,,,,,,,,,,
12606,38591,Meltup: The Beginning Of US Currency Crisis And Hyperinflation,2010-05-13,0,0,,,,,,,,,,,,,,,,,,,,
12607,53502,The Dead Undead,2010-05-13,0,0,,,,,,,,,,,,,,,,,,,,
12608,20662,Robin Hood,2010-05-14,200000000,310669540,,,,,,,,,,,,,,,,,,,,
12609,51511,The Immaculate Conception of Little Dizzle,2010-05-12,0,0,,,,,,,,,,,,,,,,,,,,
12610,46812,Lost Boys: The Thirst,2010-10-05,4400000,0,,,,,,,,,,,,,,,,,,,,
12611,20995,The Swimsuit Issue,2010-05-12,0,0,,,,,,,,,,,,,,,,,,,,
12612,41728,Enemies Among Us,2010-05-12,100000,0,,,,,,,,,,,,,,,,,,,,
12613,83401,Climate of Change,2010-05-12,0,0,,,,,,,,,,,,,,,,,,,,
12614,136625,Nick Jonas & The Administration: Live At Wiltern,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12615,289892,Call of Life: Facing the Mass Extinction,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12616,23830,Last Night,2010-09-18,7000000,7644937,,,,,,,,,,,,,,,,,,,,
12617,41210,The Switch,2010-08-20,19000000,49830607,,,,,,,,,,,,,,,,,,,,
12618,54735,Straight Outta L.A.,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12619,94848,The Real Robin Hood,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12620,228305,An Anomaly of the Theory,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12621,243719,Clutch: Live at the 9:30,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12622,139125,Carly Simon Live From Martha's Vineyard,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12623,211429,Shuffle,2010-05-10,0,0,,,,,,,,,,,,,,,,,,,,
12624,56833,Chasing Legends,2010-05-10,0,0,,,,,,,,,,,,,,,,,,,,
12625,51512,Dear Mr. Gacy,2010-05-11,0,0,,,,,,,,,,,,,,,,,,,,
12626,46665,Triple Dog,2010-05-10,0,0,,,,,,,,,,,,,,,,,,,,
12627,101576,Gravity was everywhere back then,2010-05-10,0,0,,,,,,,,,,,,,,,,,,,,
12628,80396,No Fun City,2010-10-11,0,0,,,,,,,,,,,,,,,,,,,,
12629,234870,Moonson India God of Life,2010-05-10,0,0,,,,,,,,,,,,,,,,,,,,
12630,52918,The Oath,2010-05-09,0,0,,,,,,,,,,,,,,,,,,,,
12631,44999,Casino Jack and the United States of Money,2010-05-09,0,0,,,,,,,,,,,,,,,,,,,,
12632,43263,Jesse Stone: No Remorse,2010-05-09,0,0,,,,,,,,,,,,,,,,,,,,
12633,49426,The Fog,2010-11-11,0,0,,,,,,,,,,,,,,,,,,,,
12634,192416,Jason Aldean and Bryan Adams: CMT Crossroads,2010-05-09,0,0,,,,,,,,,,,,,,,,,,,,
12635,163199,"Art Spiegelman, Traits de mémoire",2010-05-09,0,0,,,,,,,,,,,,,,,,,,,,
12636,52635,Soldier Love Story,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12637,120126,The Vinyl Frontier,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12638,192319,Revolution of Everyday Life,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12639,608977,Curb Creatures,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12640,571331,A Moment in Time,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12641,508645,The Last October 7th,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12642,505814,Burning Inside,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12643,396573,The story of a mother,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12644,364512,Broken Vase,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12645,210835,Red,2010-05-08,0,0,,,,,,,,,,,,,,,,,,,,
12646,37495,Four Lions,2010-11-05,967686,4658570,,,,,,,,,,,,,,,,,,,,
12647,44737,Babies,2010-05-07,0,0,,,,,,,,,,,,,,,,,,,,
12648,39042,Multiple Sarcasms,2010-05-07,0,0,,,,,,,,,,,,,,,,,,,,
12649,43945,Scooter - Live In Hamburg,2010-05-07,0,0,,,,,,,,,,,,,,,,,,,,
12650,37668,Mega Man,2010-05-07,0,0,,,,,,,,,,,,,,,,,,,,
12651,55045,Psych:9,2011-02-22,5000000,0,,,,,,,,,,,,,,,,,,,,
